1,ObtainClaimService,0
0,"tcp","private","REJ",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",274,16,0,0,1,1,0.06,0.07,0,255,16,0.06,0.08,0,0,0,0,1,1,"dos"
0,"tcp","http","REJ",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",1,1,0,0,1,1,1,0,0,55,56,1,0,0.02,0.04,0,0,1,1,"normal"
0,"tcp","http","SF",186,738,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",4,4,0,0,0,0,1,0,0,14,255,1,0,0.07,0.02,0,0,0,0,"normal"
0,"tcp","http","SF",282,1117,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",8,8,0,0,0,0,1,0,0,8,175,1,0,0.12,0.05,0,0,0,0.01,"normal"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",273,12,1,1,0,0,0.04,0.05,0,255,12,0.05,0.06,0,0,1,1,0,0,"dos"
0,"udp","domain_u","SF",44,110,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",33,101,0,0,0,0,1,0,0.02,189,139,0.74,0.01,0.01,0,0,0,0,0,"normal"
4,"tcp","smtp","SF",1477,338,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",1,1,0,0,0,0,1,0,0,112,144,0.75,0.04,0.01,0.01,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",127,12,1,1,0,0,0.09,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,"dos"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",274,10,1,1,0,0,0.04,0.05,0,255,10,0.04,0.05,0,0,1,1,0,0,"dos"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",132,8,1,1,0,0,0.06,0.06,0,255,14,0.05,0.08,0,0,1,1,0,0,"dos"
0,"tcp","private","REJ",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",231,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.07,0,0,0,0,1,1,"dos"
0,"tcp","http","SF",208,703,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.05,0,0,0,0,"normal"
2579,"udp","other","SF",146,105,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",1,1,0,0,0,0,1,0,0,255,1,0,0.85,0.98,0,0,0,0,0,"normal"
0,"tcp","http","SF",305,1039,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",1,20,0,0,0,0,1,0,0.15,85,255,1,0,0.01,0.02,0,0,0,0,"normal"
0,"tcp","http","SF",212,7635,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",8,26,0,0,0,0,1,0,0.08,52,255,1,0,0.02,0.03,0,0.01,0,0,"normal"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",104,13,1,1,0,0,0.12,0.06,0,255,13,0.05,0.05,0,0,1,1,0,0,"dos"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",128,16,1,1,0,0,0.12,0.05,0,255,5,0.02,0.07,0,0,1,1,0,0,"dos"
0,"tcp","http","SF",338,5363,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",18,28,0,0,0,0,1,0,0.07,46,255,1,0,0.02,0.06,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",247,4,1,1,0,0,0.02,0.06,0,255,3,0.01,0.09,0,0,1,1,0,0,"dos"
0,"tcp","http","SF",334,2178,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","discard","RSTO",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",215,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.08,0,0,0,0,1,1,"dos"
0,"tcp","http","SF",257,1436,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",22,24,0,0,0,0,1,0,0.12,60,255,1,0,0.02,0.1,0,0,0.33,0.83,"normal"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",58,9,1,1,0,0,0.16,0.07,0,255,9,0.04,0.06,0,0,1,1,0,0,"dos"
0,"tcp","http","SF",357,2191,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",16,18,0,0,0.06,0.11,1,0,0.11,110,255,1,0,0.01,0.02,0,0.02,0.01,0.01,"normal"
0,"tcp","http","SF",242,3364,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
0,"tcp","http","SF",229,7031,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",4,9,0,0,0,0,1,0,0.33,9,255,1,0,0.11,0.03,0,0,0,0.01,"normal"
1,"tcp","smtp","SF",1274,390,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",1,1,0,0,0,0,1,0,0,4,195,1,0,0.25,0.02,0,0.02,0,0,"normal"
0,"tcp","http","SF",317,2313,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",26,26,0,0,0,0,1,0,0,39,255,1,0,0.03,0.09,0,0,0.33,0.66,"normal"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",196,10,1,1,0,0,0.05,0.07,0,255,10,0.04,0.07,0,0,1,1,0,0,"dos"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",274,8,1,1,0,0,0.03,0.06,0,255,9,0.04,0.05,0,0,1,1,0,0,"dos"
0,"tcp","http","SF",242,11114,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",1,1,0,0,0,0,1,0,0,5,255,1,0,0.2,0.04,0,0,0,0,"normal"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",272,3,1,1,0,0,0.01,0.05,0,255,3,0.01,0.05,0,0,1,1,0,0,"dos"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",115,4,1,1,0,0,0.03,0.08,0,255,4,0.02,0.06,0,0,1,1,0,0,"dos"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",218,12,1,1,0,0,0.06,0.07,0,255,12,0.05,0.09,0,0,1,1,0,0,"dos"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",119,13,1,1,0,0,0.11,0.06,0,255,11,0.04,0.05,0,0,1,1,0,0,"dos"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",115,13,1,1,0,0,0.11,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,"dos"
0,"tcp","http","REJ",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",1,1,0,0,1,1,1,0,0,33,255,1,0,0.03,0.06,0,0,1,1,"normal"
0,"tcp","smtp","SF",908,331,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",1,1,0,0,0,0,1,0,0,121,125,0.57,0.07,0.01,0.02,0.01,0,0,0,"normal"
0,"tcp","http","SF",222,622,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",18,19,0,0,0,0,1,0,0.11,29,255,1,0,0.03,0.04,0,0,0,0,"normal"
0,"tcp","http","SF",318,3493,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",6,6,0,0,0,0,1,0,0,210,255,1,0,0,0.01,0,0,0,0,"normal"
0,"tcp","http","SF",324,5276,"0",0,0,0,0,"1",0,"0","0",0,0,0,0,0,0,"0",6,6,0,0,0,0,1,0,0,131,255,1,0,0.01,0.01,0.01,0,0.05,0.03,"normal"
0,"tcp","private","S0",0,0,"0",0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,"0",250,9,1,1,0,0,0.04,0.06,0,255,9,0.04,0.06,0,0,1,1,0,0,"dos"
